mz,significant,chemical
409.0765,False,C18H16O11
107.0851,False,C8H10
229.1334,False,C14H16N2O
652.2170,False,C29H37N3O12S
642.1170,False,C30H24O16
411.3983,False,C30H50
707.1123,True,C27H30O20S
283.2168,True,C19H26N2
614.1790,False,C27H32O16
574.2063,False,C24H35N3O11S
181.1950,False,C13H24
869.5255,True,C46H76O15
397.2711,False,C19H41O6P
289.2590,False,C14H32N4O2
164.0916,False,C6H13NO4
326.1744,True,C20H23NO3
445.2584,False,C26H36O6
308.1228,False,C14H17N3O5
101.0419,True,C5H8S
523.9979,True,C10H16N5O14P3
901.4791,True,C45H72O18
201.1483,True,C11H20O3
627.3738,False,C33H54O11
242.1247,True,C9H15N5O3
566.4179,True,C29H60NO7P
833.7589,False,C53H100O6
849.6755,True,C58H88O4
162.0405,False,C6H11NS2
420.1049,True,C20H19O10
582.1749,False,C25H31N3O11S
119.0338,False,C4H6O4
601.1187,False,C28H24O15
219.0570,False,C13H11ClO
458.1781,False,C20H23N7O6
342.1481,False,C15H23N3O4S
684.4598,False,C37H66NO8P
227.0014,False,C10H10S3
722.4753,True,C40H68NO8P
482.7224,False,C12H6Br4O
295.1174,False,C15H18O6
533.2268,False,C29H27F3N6O
75.0261,True,C3H6S
381.2168,False,C23H28N2O3
777.2702,True,C30H45N6O16P
141.0545,False,C7H8O3
360.3258,False,C24H41NO
186.9089,False,C2Cl3F3
336.2294,False,C20H31O4
203.1879,True,C11H24NO2
778.7363,False,C50H96O5
390.2136,False,C19H27N5O4
527.3731,False,C33H50O5
661.4801,False,C36H69O8P
540.2591,False,C30H37NO8
695.2178,True,C32H38O17
367.1306,False,C19H23ClO5
592.2322,False,C28H37N3O9S
733.2488,True,C39H40O14
195.0623,True,C6H6N6O2
910.2218,False,C29H50N7O18P3S
151.0387,False,C8H6O3
450.0908,False,C14H27NO9S3
371.2061,False,C19H30O7
510.3270,True,C25H49O8P
161.0437,True,C6H8O5
409.1514,False,C20H25ClN2O5
750.5068,False,C42H72NO8P
290.1386,True,C16H19NO4
321.0639,True,C12H16O8S
255.1225,False,C13H18O5
154.9830,False,C3H6O3S2
147.0280,False,C5H6O5
591.4255,False,C35H58O7
255.0651,False,C15H10O4
827.4832,False,C40H76O13P2
175.0962,False,C8H14O4
114.0660,True,C4H7N3O
193.0971,False,C10H12N2O2
290.1969,False,C15H31NS2
280.1542,False,C15H21NO4
341.3286,False,C21H42NO2
481.3519,True,C28H48O6
869.4161,True,C43H64O18
739.1502,False,C35H30O18
559.2601,True,C33H35FN2O5
719.4645,True,C41H67O8P
832.3826,True,C37H61N5O12S2
264.1803,False,C12H25NO5
60.0443,False,C2H5NO
555.4980,False,C34H66O5
251.0227,False,C9H14O2S3
251.1753,True,C14H22N2O2
834.6006,True,C48H84NO8P
188.0818,False,C10H9N3O
264.1956,False,C16H25NO2
477.1906,True,C28H28O7
758.2052,True,C36H37O18
670.6342,True,C41H83NO5
359.0963,True,C15H18O10
451.2008,True,C20H36O7P2
826.6677,True,C48H92NO7P
588.2331,True,C23H43NO12P2
391.2842,False,C24H38O4
131.1289,False,C5H14N4
768.5901,True,C44H82NO7P
609.1965,False,C32H32O12
626.1836,False,C28H33O16
731.0395,False,C27H22O22S
655.4414,False,C36H62O10
525.0697,True,C22H20O13S
491.2427,False,C30H34O6
595.3992,True,C37H54O6
767.4575,False,C41H66O13
250.0925,False,C10H19NO2S2
660.3411,True,C32H53NO11S
640.1634,False,C28H31O17
109.0282,False,C6H4O2
198.9419,True,C4H7BrO2S
503.2481,False,C24H38O11
227.0774,False,C8H10N4O4
437.1229,True,C24H20O8
397.1696,True,C16H28O11
424.0267,False,C16H13N3O7S2
327.1370,True,C18H19ClN4
352.1766,False,C19H21N5O2
215.0514,False,C10H8F2O3
215.0702,False,C13H10O3
447.2502,False,C25H30N6O2
716.1799,False,C21H35N9O15P2
783.0674,True,C34H22O22
871.1625,False,C43H32O20
458.1590,False,C19H27N3O8S
853.4983,False,C42H78O13P2
306.0810,True,C17H17Cl2N
264.0607,False,C14H14ClNS
717.3690,True,C35H56O15
254.1246,False,C10H15N5O3
206.8552,False,CH2S6
613.3944,False,C33H56O10
347.0760,False,C17H14O8
876.4221,True,C39H53N15O9
136.1120,True,C9H13N
312.1109,True,C11H21NO7S
121.0681,False,C5H12OS
242.1746,False,C13H23NO3
265.0371,False,C9H12O7S
193.1078,True,C9H20S2
431.3519,False,C28H46O3
319.1398,False,C15H18N4O4
747.6648,False,C51H86O3
651.1554,False,C29H30O17
647.5760,False,C45H74O2
315.1801,False,C16H26O6
823.2707,True,C44H42N2O14
671.3914,False,C38H50N6O5
423.4193,False,C28H54O2
353.1983,False,C22H26NO3
690.0936,False,C29H23NO19
503.4538,True,C28H54N8
259.1032,False,C9H14N4O5
285.1917,True,C13H24N4O3
93.9779,False,CH3NS2
154.0258,False,C7H5BiO4
213.1624,False,C16H20
191.0814,False,C10H10N2O2
454.2926,False,C21H44NO7P
279.1590,True,C16H22O4
273.2787,False,C17H36O2
757.2549,True,C34H44O19
277.0706,True,C14H12O6
793.5931,True,C46H82NO7P
141.0657,False,C6H8N2O2
863.2022,False,C42H38O20
374.2899,True,C20H39NO5
901.7280,False,C59H96O6
285.0395,False,C8H16N2O3S3
251.1484,False,C11H22O6
477.3683,False,C28H48N2O4
342.1698,False,C20H23NO4
110.0963,False,C7H11N
587.5032,True,C38H66O4
151.1228,True,C9H14N2
243.1014,False,C15H14O3
789.2083,True,C33H40O22
137.0418,False,C8H8S
115.0498,False,C4H6N2O2
125.0708,False,C6H8N2O
219.0294,False,C12H10S2
731.6061,False,C41H83N2O6P
508.1210,False,C23H23O13
511.4620,False,C34H58N2O
346.1797,False,C23H23NO2
721.5764,True,C47H76O5
681.2023,True,C31H36O17
591.1437,False,C38H22O7
238.0991,False,C13H16ClNO
641.1905,False,C22H36N6O12S2
555.3677,False,C34H50O6
360.0920,True,C14H17NO10
801.1142,False,C35H28O22
599.1965,False,C40H26N2O4
451.2112,False,C27H30O6
611.1239,False,C26H26O17
274.1437,True,C16H19NO3
470.1475,True,C21H27NO9S
204.1342,True,C8H17N3O3
774.2213,True,C33H41O21
182.9960,False,C5H10OS3
307.1763,False,C15H22N4O3
274.1280,False,C12H19NO6
719.5584,False,C40H79O8P
197.0444,True,C9H8O5
229.0495,False,C13H8O4
203.0926,True,C10H10N4O
491.3730,True,C30H50O5
189.1115,False,C9H16O4
505.2431,True,C27H36O9
849.8269,False,C55H108O5
163.0710,False,C5H10N2O4
272.2220,True,C15H29NO3
599.4093,True,C40H54O4
203.1793,False,C15H22
341.2470,False,C23H32O2
639.0801,False,C30H22O14S
362.1346,False,C17H19N3O6
200.0104,True,C8H6ClNO3
444.2407,False,C28H31N2O3
729.6388,False,C47H84O5
631.3688,False,C32H54O12
279.2318,True,C18H30O2
313.1181,False,C17H16N2O4
575.3729,False,C37H50O5
345.1797,True,C19H24N2O4
316.1542,False,C18H21NO4
1026.5211,False,C50H81N3O15P2
112.9996,False,CH5O4P
505.3020,False,C26H40N4O6
701.5350,False,C43H72O7
557.4200,True,C35H56O5
209.0289,False,C6H8O8
122.0960,False,C8H11N
527.1969,False,C21H34O15
297.1266,True,C14H20N2O3S
637.4309,False,C36H60O9
219.0585,False,C11H10N2OS
418.2374,False,C27H31NO3
200.0736,False,C9H13NO2S
628.2557,False,C24H41N3O16
430.3315,False,C27H43NO3
533.0747,False,C24H20O12S
484.3090,False,C26H45NO5S
597.5448,True,C37H72O5
601.4251,False,C40H56O4
401.1806,False,C19H28O9
141.9897,False,CH4NO5P
301.1798,True,C19H24O3
201.0480,True,C11H8N2S
233.1642,False,C14H20N2O
688.5274,False,C38H74NO7P
564.2591,False,C32H37NO8
185.0807,False,C9H12O4
497.0561,True,C20H16O15
350.0901,True,C16H16ClN3O4
352.1178,True,C20H17NO5
867.5170,False,C50H75O10P
871.5364,False,C54H70MgN4O6
183.0512,False,C6H6N4O3
141.0478,True,C6H8N2S
146.0234,False,C8H3NO2
163.0389,False,C9H6O3
310.9922,False,C5H12O11P2
435.1566,True,C23H27ClO6
494.1509,False,C23H28ClN3O5S
807.7431,False,C51H98O6
771.0665,False,C33H22O22
631.1656,False,C30H30O15
266.0957,False,C12H15N3O2S
306.1585,True,C11H23N5O3S
435.2012,False,C23H30O8
245.0971,False,C15H13FO2
491.1759,True,C21H30O13
93.0546,True,C3H8O3
889.2031,False,C40H40O23
674.2010,False,C31H35N3O12S
761.4363,False,C35H70O13P2
546.3868,True,C33H52O6
905.5303,True,C46H82O13P2
254.1022,False,C12H15NO5
207.0584,False,C10H10N2OS
587.3927,False,C35H54O7
681.1813,True,C34H32O15
489.0299,True,C21H12O14
255.0797,False,C11H14N2O3S
342.3001,False,C20H39NO3
886.7256,False,C51H100NO8P
99.0549,False,C4H6N2O
405.3722,True,C27H48O2
557.3836,False,C34H52O6
127.0750,False,C7H10O2
311.0320,False,C14H15O2PS2
800.6163,True,C45H86NO8P
400.1150,True,C21H19O8
395.1848,False,C24H26O5
463.1879,False,C25H31ClO6
646.6130,False,C42H79NO3
363.0707,True,C17H14O9
525.0322,True,C21H16Na2O14S
364.2270,False,C24H29NO2
607.4931,False,C37H66O6
588.2372,True,C29H37N3O8S
677.3738,False,C33H56O14
191.1427,True,C13H18O
480.0895,False,C21H19O13
621.4724,False,C37H64O7
373.0553,False,C18H12O9
428.0270,False,C10H14N5O10PS
240.0863,False,C11H13NO5
525.4778,False,C35H60N2O
217.0494,False,C12H8O4
281.1018,False,C14H16O6
801.4677,True,C38H74O13P2
751.5141,False,C46H70O8
749.6651,False,C47H88O6
799.6806,False,C51H90O6
221.1129,False,C8H16N2O5
889.4580,False,C47H68O16
458.1921,True,C23H27N3O7
705.3738,False,C31H62O13P2
511.0902,True,C22H22O12S
579.3831,True,C40H50O3
265.0630,True,C9H10F2N2O5
254.1147,False,C12H11N7
170.0577,True,C4H12NO4P
396.0931,False,C10H17N7O8S
319.0665,True,C16H15ClN2OS
307.1438,False,C19H18N2O2
281.2838,False,C19H36O
301.2736,False,C18H36O3
251.0814,False,C15H10N2O2
157.0681,False,C8H12OS
448.0999,False,C21H19O11
841.3217,True,C50H48O12
297.0599,False,C13H12O8
179.0921,False,C8H18S2
673.2651,False,C39H36N4O7
913.8218,False,C59H108O6
913.4943,False,C50H72O15
73.1003,True,C5H12
727.2441,False,C33H42O18
583.2384,False,C28H38O13
506.3240,False,C25H48NO7P
425.1096,False,C13H16N10O5S
313.1480,False,C17H20N4S
711.4308,False,C38H62O12
840.5703,True,C46H81NO10P
527.1759,False,C24H30O13
413.1230,False,C22H20O8
321.2058,False,C19H28O4
589.2030,True,C30H26F6N4O2
399.2164,True,C24H30O5
187.0236,True,C7H6O6
301.0554,True,C12H12O9
133.0606,False,C4H8N2O3
420.3105,True,C25H41NO4
629.1864,False,C31H32O14
75.0915,False,C3H10N2
449.0202,False,C16H16O11S2
400.1871,False,C22H29N3S2
687.4959,False,C38H71O8P
418.1258,False,C21H21O9
657.1636,True,C32H32O13S
199.0595,False,C9H10O5
425.1957,True,C25H28O6
748.5122,False,C39H74NO10P
381.2269,False,C21H32O6
153.1273,True,C10H16O
219.9909,False,C6H5NO6S
703.5747,False,C39H79N2O6P
545.0593,False,C21H20O15S
400.1688,False,C21H25N3O3S
318.1295,False,C12H19N3O7
432.1277,True,C15H22N5O8P
497.2167,False,C28H32O8
259.0711,False,C13H10N2O4
509.5891,False,C35H74N
469.9584,True,C8H14N3O12P3S
156.0418,True,C3H10NO4P
337.1069,False,C20H16O5
742.4653,False,C39H68NO10P
897.4675,False,C46H74O13P2
568.1964,True,C33H29NO8
316.1906,False,C19H25NO3
799.1715,False,C37H34O20
109.0138,True,C3H8S2
837.2824,True,C40H44N4O16
161.0202,True,C5FeN6O
155.0855,False,C12H10Hg
854.3135,False,C32H55NO25
157.1584,False,C10H20O
825.5514,False,C45H79NO10P
451.4505,True,C30H58O2
373.3827,False,C27H48
781.6215,False,C45H85N2O6P
644.5092,False,C36H69NO8
568.5012,False,C35H66O5
122.0269,True,C3H7NO2S
347.2941,False,C23H38O2
343.3026,True,C20H42O2Si
343.0812,False,C18H14O7
809.6054,False,C47H85O8P
633.4489,True,C34H65O8P
228.0267,False,C5H10NO7P
373.0759,True,C15H16O11
329.2586,False,C21H32N2O
61.0758,True,C2H8N2
727.2232,False,C36H38O16
473.1499,True,C17H28O15
572.3710,True,C30H54NO7P
297.0967,True,C14H16O7
648.4960,False,C35H70NO7P
411.2013,False,C21H30O8
576.2517,False,C30H38O11
818.6057,True,C48H84NO7P
372.1805,False,C21H25NO5
519.1132,False,C24H22O13
179.0015,True,C6H10S3
365.3774,True,C25H48O
655.2761,True,C36H38N4O8
407.1641,True,C28H22O3
378.0452,False,C16H11NO10
583.1962,True,C34H30O9
299.1862,True,C17H22N4O
276.1666,False,C10H21N5O4
335.0429,True,C12H14O9S
159.0285,True,C6H6O5
425.2896,False,C24H40O6
569.2645,True,C34H36N2O6
399.1132,False,C14H22O13
403.2326,False,C20H34O8
856.5205,False,C48H73NO12
514.2137,True,C21H31N5O10
459.2012,True,C25H30O8
489.3573,False,C30H48O5
152.0370,False,C4H9NO3S
130.0495,False,C5H7NO3
467.2273,False,C24H34O9
345.0812,True,C14H16O10
366.2062,False,C23H27NO3
275.1711,True,C11H22N4O4
190.0168,False,C6H7NO4S
559.1383,True,C34H22O8
249.1331,True,C11H20O6
88.0756,False,C4H9NO
795.5167,False,C44H75O10P
861.6963,False,C56H92O6
547.2747,False,C26H42O12
230.1539,False,C15H19NO
737.9934,False,C26H19N5O13S4
211.1229,True,C14H14N2
140.0337,False,C6H5NO3
753.5428,False,C43H77O8P
687.1225,True,C28H30O18S
209.0960,False,C15H12O
103.1354,True,C6H16N
561.0543,False,C21H20O16S
871.2230,True,C48H38O16
358.2004,False,C21H27NO4
827.6754,False,C52H90O7
580.2607,True,C26H45NO9S2
191.0702,False,C11H10O3
296.0696,False,C12H13N3O4S
327.1285,True,C12H22O10
251.0219,True,C8H10O7S
419.3519,False,C27H46O3
173.0376,False,C6H8N2O2S
435.2951,True,C22H42O8
861.7902,False,C55H104O6
62.0236,False,CH3NO2
346.0540,True,C10H12N5O7P
275.2216,False,C15H30O4
255.1087,True,C10H14N4O4
582.2725,False,C21H39N7O12
298.1285,False,C14H19NO6
690.1246,False,C31H29O16S
403.3426,False,C24H50S2
323.1148,True,C19H16NO4
855.2857,False,C46H46O16
341.1383,False,C20H20O5
390.0875,False,C12H23NO9S2
325.0011,False,C13H8O8S
756.5900,False,C43H82NO7P
151.0211,True,C8H6OS
393.1061,False,C19H22NO4S2
615.4101,True,C33H58O10
744.5534,False,C41H78NO8P
267.1463,False,C14H20NO4
140.1180,False,C7H13N3
752.4976,False,C38H73NO11S
804.6840,False,C46H94NO7P
751.6386,False,C53H82O2
269.1243,False,C11H16N4O4
522.0186,True,C11H18N5O13P3
376.3568,True,C25H45NO
524.5116,True,C34H66O3
765.4416,False,C41H64O13
747.5894,False,C42H83O8P
277.1139,True,C9H16N4O6
438.0885,False,C16H23NO9S2
633.5452,False,C40H72O5
234.9938,True,C7H7ClN2O3S
291.0718,False,C12H18O4S2
266.9735,False,C10H9Cl3O2
221.0767,False,C7H12N2O6
696.4962,False,C39H70NO7P
381.2630,False,C22H36O5
118.9216,False,CHCl3
403.2339,False,C21H30N4O4
885.6964,False,C58H92O6
343.1176,False,C19H18O6
890.1591,True,C28H42N7O18P3S
789.1143,False,C34H28O22
704.4495,False,C36H66NO10P
290.1104,False,C16H16O5
443.2426,True,C26H34O6
447.0921,True,C21H18O11
315.0660,False,C10H19O7PS
317.2110,False,C20H28O3
482.4567,True,C30H59NO3
415.3923,False,C29H50O
124.1118,True,C8H13N
427.1956,False,C21H30O9
500.0618,True,C20H19O13S
187.1115,True,C13H14O
611.5607,False,C38H74O5
440.7659,False,C10H5Cl9
344.1773,False,C21H26ClNO
417.1543,False,C22H24O8
396.3917,False,C26H50O2
276.1091,False,C12H13N5O3
421.1182,False,C26H16N2O4
421.1209,False,C15H24N4O6S2
135.1015,False,C6H14O3
135.0836,False,C6H14OS
336.1400,False,C12H21N3O8
433.2094,False,C23H30NO7
699.3157,False,C33H50N2O12S
264.1376,False,C18H17NO
569.4397,True,C33H60O7
797.4272,False,C49H56FeN4O6
356.1623,False,C14H23N6O3S
894.1541,False,C27H42N7O19P3S
737.5324,True,C39H77O10P
816.5537,True,C47H78NO8P
806.5694,False,C46H80NO8P
317.1640,False,C13H24N4O3S
680.4495,False,C34H66NO10P
117.0406,True,C2H4N4O2
148.9320,False,C2H3Cl3O
187.1440,False,C9H18N2O2
591.5346,True,C38H70O4
236.1757,True,C13H21N3O
77.0418,False,C3H8S
595.2233,True,C25H38O16
676.4933,True,C43H65NO5
479.3879,True,C33H50O2
785.6527,True,C45H89N2O6P
631.2761,False,C34H38N4O8
269.2838,False,C18H36O
426.3940,False,C26H51NO3
777.6938,False,C15H11I4NO4
361.1981,True,C17H24N6O3
355.2628,False,C24H34O2
127.0207,False,C6H6OS
373.3094,False,C25H40O2
585.9975,True,C12H8F17NO4S
436.2227,False,C25H29N3O4
377.3413,False,C25H44O2
173.0556,True,C6H8N2O4
1028.4075,False,C44H61N13O12S2
265.0207,False,C10H16S4
617.1137,True,C28H24O16
647.2638,False,C40H38O8
58.9823,False,CNS
231.1590,False,C12H22O4
362.2688,True,C22H35NO3
350.1166,False,C16H19N3O4S
858.6946,False,C49H96NO8P
681.2118,False,C42H32O9
887.5772,True,C44H88O13P2
372.1439,False,C20H21NO6
746.0983,False,C21H30N7O17P3
517.2431,False,C28H36O9
336.0699,True,C9H14N5O7P
391.2477,False,C23H34O5
273.2658,False,C16H34NO2
319.0956,False,C20H14O4
681.6541,False,C47H84O2
168.0433,True,C3H9N3O3S
72.0806,True,C4H9N
741.2232,False,C33H40O19
322.2739,False,C20H35NO2
704.5219,True,C38H74NO8P
784.5119,True,C42H74NO10P
653.5713,True,C40H76O6
187.0598,False,C8H10O5
719.3071,False,C41H42N4O8
474.1539,False,C19H27N3O9S
915.1613,True,C44H34O22
323.1026,True,C18H14N2O4
664.4907,False,C35H70NO8P
361.1656,False,C21H20N4O2
489.1534,True,C28H24O8
126.1023,True,C6H11N3
459.0551,False,C11H18N5O11P2
1012.9828,False,C20H30N10O26P6
581.3988,True,C40H52O3
335.2216,False,C20H30O4
466.1640,False,C21H27N3O7S
234.0978,False,C10H19NOS2
193.1221,False,C12H16O2
299.1125,True,C14H18O7
714.5431,True,C40H76NO7P
761.3025,False,C39H44N4O12
831.2353,False,C40H38N4O16
265.0461,False,C12H12N2OS2
540.1214,False,C21H25N5O8S2
375.0861,True,C22H14O6
497.0925,False,C21H20O14
514.2829,False,C26H43NO7S
560.4096,False,C37H53NO3
771.1978,False,C33H38O21
236.0915,False,C12H13NO4
771.4208,True,C36H68O13P2
222.0429,True,C7H11NO5S
151.0232,False,C4H6O6
394.0575,False,C11H16N5O7PS
275.0214,True,C10H10O7S
499.3780,True,C32H50O4
289.0376,True,C11H12O7S
269.1049,False,C13H17ClN2O2
193.0342,True,C6H8O7
707.3043,False,C36H46N6O5S2
473.1652,True,C21H28O12
607.5084,False,C41H66O3
615.1343,True,C29H26O15
245.0112,True,C9H8O6S
194.1539,False,C12H19NO
462.1441,False,C20H23N5O6S
814.6683,False,C47H92NO7P
358.1029,False,C17H15N3O6
213.1134,False,C12H12N4
686.5200,True,C38H71NO9
178.0544,True,C6H13NOP2
651.2131,True,C27H38O18
744.6345,False,C43H85NO8
167.0576,False,C8H8NO3
138.9701,False,C3H6S3
287.0574,False,C15H11ClN2O2
787.6807,True,C50H90O6
393.2172,False,C24H28N2O3
60.0808,False,C3H9N
456.1434,True,C19H25N3O8S
787.0988,True,C34H26O22
491.0455,False,C21H14O14
770.2414,True,C38H41O17
861.7327,False,C57H96O5
827.5795,True,C46H83O10P
359.1520,False,C17H26O6S
342.0733,True,C18H13O7
836.6614,False,C20H8I4O5
483.2223,False,C24H34O10
597.1601,True,C30H28O13
637.3945,False,C35H56O10
197.0807,False,C10H12O4
353.3413,False,C23H44O2
460.3129,True,C28H42O5
501.3211,False,C30H44O6
382.0161,False,C14H11N3O6S2
893.7590,True,C58H100O6
837.5297,True,C53H72O8
357.0637,False,C15H16O8S
804.5748,True,C43H82NO10P
346.1234,False,C15H24NO4PS
342.0609,False,C10H19N3O4S3
233.0266,False,C12H8O3S
846.6216,True,C46H88NO10P
295.1321,False,C19H18O3
348.1230,False,C21H17NO4
221.0629,True,C12H12O2S
163.0170,False,C4H6N2O3S
212.0817,False,C12H9N3O
464.1310,True,C22H23O11
412.1880,False,C23H21N7O
667.5871,False,C41H78O6
429.1027,False,C18H20O12
383.1336,False,C18H22O9
437.1956,False,C26H28O6
605.3724,True,C30H53NO11
185.0113,False,C4H8O6S
264.1012,True,C9H17N3O4S
303.0611,False,C14H10N2O6
320.2219,False,C19H29NO3
192.0841,False,C11H13NS
361.1102,False,C19H20O5S
525.1236,True,C23H24O14
133.0493,True,C5H8O4
275.0910,False,C15H14O5
441.3572,False,C26H48O5
689.1168,True,C31H28O16S
527.1335,False,C30H22O9
379.1902,True,C24H26O4
899.1664,True,C44H34O21
294.2788,False,C19H35NO
264.0873,False,C14H17NS2
547.3849,False,C30H58O4S2
726.4338,False,C38H64NO10P
435.2774,False,C22H42O6S
262.1371,False,C14H19N3S
309.1120,False,C19H16O4
823.6809,False,C53H90O6
635.4644,True,C34H67O8P
200.9943,True,C4F8
724.2211,False,C34H36F3NO13
505.1763,True,C18H32O16
726.4938,True,C43H67NO8
333.2297,False,C20H30NO3
626.1628,False,C31H29O14
852.1798,True,C26H44N7O17P3S
515.2439,True,C33H30N4O2
178.0974,False,C9H11N3O
323.1277,False,C20H18O4
113.0595,True,C6H8O2
521.3601,True,C27H53O7P
539.5032,False,C34H66O4
227.1100,False,C12H18O2S
328.2271,False,C21H29NO2
599.1969,False,C27H34O15
271.0634,False,C12H14O5S
464.0812,False,C14H18N5O11P
661.5918,False,C46H76O2
352.1614,False,C15H21N5O5
546.2028,False,C20H35NO16
250.0238,False,C4H13NO7P2
163.1228,False,C10H14N2
134.0811,True,C5H11NO3Se
225.1134,False,C13H12N4
679.2079,False,C28H38O19
835.8109,False,C54H106O5
95.0157,False,C2H6O2S
217.2034,True,C12H26NO2
145.0742,True,C9H8N2
106.0858,False,C4H11NO2
460.1937,True,C20H25N7O6
117.1146,False,C6H14NO
559.1115,False,C23H26O14S
782.5687,True,C44H80NO8P
157.1948,False,C11H24
223.2056,False,C15H26O
900.7411,False,C52H102NO8P
810.6815,True,C48H91NO8
855.5098,False,C45H74O15
531.4025,False,C33H54O5
220.1329,True,C13H17NO2
861.4839,False,C43H72O17
273.0425,True,C11H12O6S
247.1805,True,C15H22N2O
129.0690,False,C10H8
302.2324,False,C16H31NO4
142.0974,True,C6H11N3O
671.4643,False,C37H67O8P
111.0263,True,C6H6S
263.1237,False,C10H18N2O6
483.2375,True,C28H34O7
344.1602,False,C18H21N3O4
135.0286,True,C4H6O5
277.0915,False,C11H16O8
322.0767,True,C11H15NO10
590.1142,False,C18H29N3O15P2
233.0628,False,C13H12O2S
617.4556,False,C41H60O4
641.1712,True,C28H32O17
647.2386,True,C38H34N2O8
358.2375,True,C22H31NO3
314.2325,True,C17H31NO4
687.5193,True,C42H70O7
277.0739,False,C11H16O6S
486.2265,False,C25H32ClN5O3
480.0433,True,C16H22BrN3O7S
275.1515,False,C16H20NO3
475.3053,True,C28H42O6
262.1186,False,C13H15N3O3
291.1186,True,C11H18N2O7
259.0960,False,C15H14O4
475.1655,False,C17H30O15
218.1499,False,C9H19N3O3
851.6909,False,C58H90O4
342.0815,False,C14H15NO9
469.1870,False,C26H29NO5S
599.4304,False,C37H58O6
279.1794,False,C13H26O6
224.0374,False,C10H9NO3S
205.0164,False,C7H8O5S
285.0966,False,C13H16O7
546.3554,True,C28H52NO7P
672.5407,False,C38H73NO8
149.1323,True,C11H16
175.0058,False,C6H6O4S
247.0924,False,C9H14N2O6
407.2576,True,C27H34O3
715.4262,False,C37H62O13
283.2055,False,C20H26O
303.0692,True,C16H12ClFN2O
411.2892,False,C27H38O3
637.1762,True,C29H32O16
567.1854,False,C30H30O11
567.2799,False,C29H42O11
